transaction_id,customer_id,merchant_id,transaction_date,amount,payment_product,payment_channel,transaction_status
T0055288,C02627,M0140,2026-01-01,1503.22,RuPay,ATM,Success
T0055289,C04849,M0264,2026-03-21,347.03,UPI,Mobile App,Success
T0055290,C01741,M0204,2025-08-06,585.67,UPI,QR,Success
T0055291,C00488,M0072,2025-01-10,1735.8,RuPay,ATM,Success
T0055292,C00077,M0306,2025-05-18,267.86,UPI,QR,Success
T0055293,C03084,M0267,2025-10-02,381.09,UPI,UPI Lite,Success
T0055294,C02053,M0174,2025-02-08,350.99,RuPay,E-commerce,Success
T0055295,C02765,M0349,2025-05-04,1769.12,Acceptance,POS,Success
T0055296,C02487,M0450,2025-11-08,1452.05,Acceptance,QR,Success
T0055297,C02687,M0162,2025-09-22,3549.91,Acceptance,POS,Success
T0055298,C01868,M0348,2025-09-03,528.55,UPI,Mobile App,Success
T0055299,C02890,M0186,2026-04-08,820.81,UPI,QR,Success
T0055300,C01551,M0215,2025-06-25,1400.65,RuPay,ATM,Success
T0055301,C01602,M0226,2025-12-10,446.94,UPI,QR,Success
T0055302,C02342,M0460,2025-01-20,828.39,NETC,FASTag,Success
T0055303,C02273,M0222,2025-09-25,943.65,UPI,QR,Success
T0055304,C04194,M0241,2026-04-21,159.8,UPI,Mobile App,Success
T0055305,C01327,M0149,2025-09-14,912.83,Acceptance,E-commerce,Success
T0055306,C01754,M0266,2025-03-17,972.86,RuPay,E-commerce,Success
T0055307,C00752,M0266,2026-03-04,1377.15,RuPay,POS,Success
T0055308,C04093,M0350,2025-06-23,2645.47,UPI,Mobile App,Success
T0055309,C03688,M0389,2026-03-23,991.51,RuPay,ATM,Success
T0055310,C04366,M0025,2025-03-03,208.6,UPI,Mobile App,Success
T0055311,C02040,M0427,2026-01-02,467.18,UPI,Mobile App,Success
T0055312,C01679,M0425,2025-08-22,105.55,UPI,Mobile App,Success
T0055313,C01187,M0025,2025-05-03,386.55,UPI,Mobile App,Success
T0055314,C03231,M0371,2025-01-12,303.22,UPI,Mobile App,Success
T0055315,C01737,M0260,2025-12-22,189.18,UPI,UPI Lite,Success
T0055316,C04083,M0344,2025-02-19,391.08,Acceptance,E-commerce,Success
T0055317,C01830,M0269,2026-06-09,921.8,UPI,Mobile App,Success
T0055318,C02431,M0215,2025-10-09,331.35,UPI,QR,Success
T0055319,C04311,M0209,2025-06-21,713.55,UPI,QR,Success
T0055320,C04889,M0174,2025-07-16,359.26,UPI,UPI Lite,Success
T0055321,C04213,M0063,2025-10-19,2442.81,UPI,Mobile App,Success
T0055322,C03464,M0222,2025-02-23,519.55,UPI,QR,Success
T0055323,C04520,M0452,2025-06-29,316.48,UPI,Mobile App,Failed
T0055324,C04870,M0163,2026-05-02,3346.76,RuPay,ATM,Success
T0055325,C04177,M0085,2025-12-19,220.04,UPI,Mobile App,Success
T0055326,C02656,M0250,2025-02-05,390.43,UPI,Mobile App,Success
T0055327,C01211,M0451,2025-02-27,1554.03,Acceptance,QR,Success
T0055328,C00134,M0255,2025-05-31,590.41,UPI,UPI Lite,Success
T0055329,C03789,M0020,2025-03-06,1983.51,RuPay,POS,Success
T0055330,C00587,M0118,2026-01-08,3427.9,RuPay,ATM,Success
T0055331,C02910,M0430,2025-09-17,511.47,UPI,QR,Success
T0055332,C00215,M0206,2025-08-05,275.44,UPI,Mobile App,Success
T0055333,C02363,M0055,2025-07-02,332.78,UPI,Mobile App,Success
T0055334,C02165,M0319,2025-01-28,1491.66,RuPay,E-commerce,Success
T0055335,C00318,M0382,2026-04-11,423.35,UPI,UPI Lite,Success
T0055336,C04060,M0247,2026-03-25,598.12,Acceptance,QR,Success
T0055337,C00071,M0146,2025-09-11,496.14,UPI,QR,Success
T0055338,C04703,M0033,2026-06-03,293.93,UPI,Mobile App,Success
T0055339,C03313,M0062,2026-04-07,1256.39,UPI,Mobile App,Success
T0055340,C03435,M0249,2026-06-03,1603.96,Acceptance,QR,Success
T0055341,C01046,M0256,2025-03-11,120.69,UPI,QR,Success
T0055342,C02086,M0274,2026-03-14,645.33,NETC,FASTag,Success
T0055343,C00654,M0415,2026-06-06,3265.68,RuPay,E-commerce,Success
T0055344,C01798,M0284,2025-02-24,957.53,UPI,Mobile App,Success
T0055345,C04334,M0135,2025-07-20,961.75,Acceptance,E-commerce,Success
T0055346,C03965,M0100,2026-05-24,6870.98,Acceptance,QR,Success
T0055347,C03985,M0171,2026-05-13,1000.89,UPI,UPI Lite,Success
T0055348,C03092,M0164,2025-12-30,408.54,UPI,QR,Success
T0055349,C01850,M0308,2025-04-12,241.64,UPI,Mobile App,Success
T0055350,C03570,M0164,2026-06-18,303.58,UPI,UPI Lite,Success
T0055351,C03189,M0249,2025-12-30,549.59,NETC,FASTag,Success
T0055352,C04763,M0425,2026-02-22,299.18,UPI,UPI Lite,Success
T0055353,C03560,M0362,2026-06-10,1205.69,RuPay,E-commerce,Success
T0055354,C00517,M0405,2025-10-22,144.42,UPI,Mobile App,Success
T0055355,C04161,M0422,2025-04-23,602.89,UPI,Mobile App,Success
T0055356,C04753,M0246,2026-01-23,1395.95,RuPay,ATM,Success
T0055357,C02213,M0322,2026-04-27,707.3,NETC,Toll Plaza,Success
T0055358,C03331,M0297,2025-07-16,208.04,UPI,QR,Success
T0055359,C00937,M0309,2025-07-06,765.31,UPI,Mobile App,Success
T0055360,C02293,M0290,2025-07-20,491.79,UPI,QR,Success
T0055361,C03808,M0324,2025-06-23,932.05,UPI,UPI Lite,Success
T0055362,C04676,M0008,2026-03-02,558.33,UPI,UPI Lite,Success
T0055363,C02968,M0488,2025-05-05,1578.12,UPI,UPI Lite,Success
T0055364,C01885,M0415,2025-09-13,1340.24,NETC,FASTag,Success
T0055365,C02479,M0082,2025-09-10,4242.62,RuPay,E-commerce,Success
T0055366,C04090,M0187,2025-04-07,959.73,UPI,UPI Lite,Success
T0055367,C04601,M0083,2025-07-05,558.42,UPI,Mobile App,Success
T0055368,C04479,M0475,2025-05-23,162.85,UPI,UPI Lite,Success
T0055369,C03584,M0369,2026-02-19,350.93,NETC,FASTag,Success
T0055370,C04428,M0085,2025-02-12,682.31,NETC,FASTag,Success
T0055371,C00839,M0346,2026-02-14,5841.05,RuPay,ATM,Success
T0055372,C01163,M0405,2025-09-02,875.82,UPI,UPI Lite,Success
T0055373,C04866,M0368,2025-11-08,488.81,NETC,FASTag,Success
T0055374,C01297,M0260,2025-04-06,186.01,UPI,Mobile App,Success
T0055375,C00125,M0265,2026-06-03,329.8,UPI,Mobile App,Success
T0055376,C02081,M0435,2025-02-07,140.55,UPI,UPI Lite,Failed
T0055377,C04397,M0440,2025-12-27,2133.89,RuPay,POS,Success
T0055378,C00078,M0442,2025-12-06,311.23,UPI,UPI Lite,Success
T0055379,C02353,M0324,2025-11-27,1877.91,UPI,UPI Lite,Success
T0055380,C01130,M0191,2025-10-30,96.15,UPI,Mobile App,Success
T0055381,C02580,M0042,2025-01-29,1034.97,RuPay,E-commerce,Success
T0055382,C04207,M0103,2026-05-17,691.5,UPI,QR,Success
T0055383,C04277,M0035,2025-08-27,431.78,Acceptance,QR,Success
T0055384,C02413,M0310,2025-04-14,815.37,UPI,QR,Success
T0055385,C01672,M0272,2025-03-25,542.22,UPI,UPI Lite,Success
T0055386,C02801,M0081,2025-05-24,1392.45,RuPay,E-commerce,Success
T0055387,C04261,M0455,2025-02-27,111.03,UPI,UPI Lite,Success
T0055388,C00484,M0323,2025-04-15,406.41,NETC,Toll Plaza,Success
T0055389,C04401,M0292,2025-04-26,680.58,UPI,UPI Lite,Success
T0055390,C00452,M0036,2025-05-12,2042.39,RuPay,POS,Success
T0055391,C03102,M0310,2026-05-01,2346.99,UPI,Mobile App,Success
T0055392,C01844,M0185,2025-12-09,539.39,NETC,Toll Plaza,Success
T0055393,C00822,M0240,2025-08-31,193.69,UPI,Mobile App,Failed
T0055394,C01588,M0037,2025-03-22,508.6,Acceptance,POS,Success
T0055395,C04971,M0313,2025-08-22,155.8,UPI,QR,Success
T0055396,C01194,M0079,2025-06-13,1449.15,UPI,UPI Lite,Success
T0055397,C03843,M0304,2025-10-12,781.79,UPI,QR,Success
T0055398,C02399,M0038,2025-03-15,368.86,UPI,UPI Lite,Success
T0055399,C00528,M0337,2025-04-19,513.16,UPI,Mobile App,Failed
T0055400,C01741,M0182,2026-04-01,2948.0,Acceptance,POS,Success
T0055401,C02119,M0263,2025-08-19,652.23,UPI,Mobile App,Success
T0055402,C03682,M0260,2026-02-20,263.37,UPI,UPI Lite,Success
T0055403,C03626,M0110,2026-05-15,599.45,UPI,Mobile App,Success
T0055404,C01995,M0123,2025-07-25,473.3,NETC,FASTag,Success
T0055405,C00634,M0010,2026-05-07,521.29,Acceptance,POS,Success
T0055406,C01760,M0209,2026-04-17,1939.11,RuPay,ATM,Success
T0055407,C03181,M0079,2026-01-18,759.92,Acceptance,QR,Success
T0055408,C03572,M0274,2025-11-28,1572.7,RuPay,ATM,Success
T0055409,C01313,M0190,2025-09-25,908.12,UPI,QR,Success
T0055410,C04959,M0407,2025-12-18,1395.3,Acceptance,E-commerce,Success
T0055411,C02395,M0190,2025-12-10,150.66,UPI,QR,Success
T0055412,C02919,M0399,2025-09-26,462.37,Acceptance,QR,Success
T0055413,C01767,M0439,2026-03-12,162.42,UPI,UPI Lite,Success
T0055414,C03070,M0375,2025-02-06,1552.84,RuPay,ATM,Failed
T0055415,C01579,M0156,2026-01-23,852.84,UPI,Mobile App,Success
T0055416,C02479,M0210,2025-07-11,1322.29,Acceptance,QR,Success
T0055417,C00340,M0077,2026-03-06,1649.93,RuPay,E-commerce,Success
T0055418,C04136,M0378,2025-06-14,534.15,UPI,QR,Success
T0055419,C02488,M0164,2026-03-24,1564.04,Acceptance,E-commerce,Success
T0055420,C03560,M0282,2025-07-20,1164.52,Acceptance,E-commerce,Success
T0055421,C03385,M0013,2025-06-02,1137.57,UPI,UPI Lite,Success
T0055422,C04769,M0134,2025-09-07,417.4,UPI,Mobile App,Success
T0055423,C02236,M0053,2025-08-04,209.34,UPI,QR,Success
T0055424,C03145,M0089,2026-06-29,6059.65,RuPay,E-commerce,Success
T0055425,C03303,M0029,2026-03-23,284.45,UPI,Mobile App,Success
T0055426,C00034,M0228,2025-11-01,685.61,NETC,FASTag,Success
T0055427,C03556,M0296,2026-01-08,290.09,UPI,Mobile App,Success
T0055428,C03660,M0365,2025-04-07,312.45,UPI,QR,Success
T0055429,C03428,M0478,2025-04-27,495.68,UPI,QR,Success
T0055430,C03667,M0148,2025-05-21,585.59,UPI,QR,Success
T0055431,C01255,M0316,2025-12-24,539.31,NETC,FASTag,Success
T0055432,C01685,M0357,2026-05-24,1444.43,RuPay,ATM,Success
T0055433,C02796,M0400,2025-02-11,262.6,UPI,Mobile App,Success
T0055434,C00177,M0154,2025-05-26,2279.8,RuPay,ATM,Success
T0055435,C00635,M0183,2025-03-26,642.06,RuPay,ATM,Failed
T0055436,C01496,M0214,2025-04-12,312.65,UPI,QR,Failed
T0055437,C02192,M0212,2025-05-11,507.0,NETC,FASTag,Success
T0055438,C00210,M0471,2025-12-08,3499.6,RuPay,POS,Success
T0055439,C03404,M0135,2026-02-24,1937.17,RuPay,E-commerce,Success
T0055440,C01275,M0320,2025-02-21,492.41,UPI,Mobile App,Success
T0055441,C02290,M0382,2025-01-30,1436.51,RuPay,E-commerce,Success
T0055442,C02613,M0275,2026-06-07,578.56,Acceptance,E-commerce,Success
T0055443,C02903,M0218,2025-01-18,381.91,RuPay,POS,Failed
T0055444,C01200,M0366,2025-03-02,626.91,UPI,QR,Success
T0055445,C04389,M0290,2025-10-04,576.14,UPI,UPI Lite,Success
T0055446,C01069,M0445,2025-05-15,242.64,UPI,UPI Lite,Success
T0055447,C04811,M0154,2025-09-04,790.87,UPI,Mobile App,Success
T0055448,C04739,M0152,2026-05-07,8297.33,RuPay,POS,Success
T0055449,C02438,M0352,2025-12-03,760.08,UPI,QR,Success
T0055450,C03462,M0040,2025-02-19,990.66,Acceptance,QR,Success
T0055451,C03661,M0427,2025-11-15,99.78,UPI,QR,Success
T0055452,C02205,M0013,2025-01-25,3017.86,RuPay,POS,Success
T0055453,C01977,M0323,2025-12-15,729.99,UPI,Mobile App,Success
T0055454,C04875,M0014,2025-11-08,360.52,NETC,FASTag,Success
T0055455,C03874,M0007,2026-05-19,3079.62,RuPay,E-commerce,Success
T0055456,C04319,M0057,2026-02-27,713.24,RuPay,E-commerce,Success
T0055457,C03820,M0320,2025-01-04,4637.77,RuPay,E-commerce,Success
T0055458,C02172,M0052,2025-02-18,211.5,UPI,UPI Lite,Success
T0055459,C02853,M0054,2026-04-22,878.51,NETC,FASTag,Success
T0055460,C04643,M0122,2025-09-07,852.39,UPI,QR,Success
T0055461,C03975,M0267,2025-03-15,1900.23,RuPay,E-commerce,Success
T0055462,C02933,M0357,2025-08-23,311.85,UPI,Mobile App,Success
T0055463,C03460,M0233,2025-03-04,781.04,RuPay,E-commerce,Success
T0055464,C03341,M0101,2025-01-29,1464.46,UPI,Mobile App,Success
T0055465,C04112,M0447,2025-11-03,1771.98,RuPay,ATM,Success
T0055466,C04609,M0378,2025-07-03,495.64,UPI,UPI Lite,Success
T0055467,C01058,M0409,2025-06-24,8343.8,RuPay,ATM,Success
T0055468,C04450,M0300,2025-01-09,2130.74,Acceptance,QR,Success
T0055469,C03040,M0391,2025-01-25,1322.22,RuPay,E-commerce,Success
T0055470,C00143,M0165,2025-09-16,4225.83,RuPay,ATM,Success
T0055471,C00977,M0498,2026-02-03,838.1,RuPay,E-commerce,Success
T0055472,C00337,M0297,2025-05-26,2963.42,RuPay,POS,Success
T0055473,C01827,M0231,2026-01-07,161.03,UPI,Mobile App,Success
T0055474,C04789,M0355,2026-03-11,1204.67,NETC,Toll Plaza,Success
T0055475,C02424,M0424,2025-05-23,307.82,UPI,Mobile App,Success
T0055476,C02021,M0393,2025-05-10,255.66,UPI,Mobile App,Success
T0055477,C00589,M0307,2025-12-03,315.57,UPI,QR,Success
T0055478,C01537,M0329,2026-02-05,73.42,UPI,UPI Lite,Success
T0055479,C00561,M0321,2025-08-28,110.88,Acceptance,POS,Success
T0055480,C01357,M0474,2026-03-21,650.02,Acceptance,POS,Success
T0055481,C00344,M0320,2026-01-05,860.05,UPI,QR,Success
T0055482,C01380,M0109,2025-08-09,1043.97,NETC,FASTag,Success
T0055483,C02949,M0234,2025-06-05,1458.56,UPI,QR,Success
T0055484,C00846,M0235,2025-04-29,567.89,UPI,Mobile App,Success
T0055485,C03654,M0476,2025-07-29,1941.49,UPI,UPI Lite,Success
T0055486,C03458,M0485,2025-01-07,698.42,UPI,Mobile App,Success
T0055487,C04461,M0344,2026-06-20,364.62,UPI,UPI Lite,Success
T0055488,C01271,M0439,2025-01-25,491.58,UPI,QR,Success
T0055489,C00498,M0496,2026-06-04,2912.38,RuPay,ATM,Success
T0055490,C04932,M0420,2025-08-03,677.18,NETC,FASTag,Success
T0055491,C02916,M0321,2025-10-20,860.11,UPI,QR,Success
T0055492,C03067,M0465,2025-06-08,929.29,UPI,UPI Lite,Success
T0055493,C01621,M0492,2025-03-14,1094.9,RuPay,E-commerce,Success
T0055494,C03153,M0487,2025-10-25,388.84,UPI,UPI Lite,Success
T0055495,C02648,M0076,2025-04-14,2152.24,RuPay,POS,Success
T0055496,C01122,M0294,2026-02-13,414.31,UPI,QR,Success
T0055497,C02006,M0229,2025-01-05,1073.83,RuPay,E-commerce,Success
T0055498,C00679,M0487,2025-03-16,332.26,UPI,QR,Success
T0055499,C02519,M0477,2025-11-23,793.09,UPI,QR,Success
T0055500,C02315,M0142,2025-12-22,421.24,NETC,Toll Plaza,Success
T0055501,C01760,M0358,2026-06-24,356.76,UPI,QR,Success
T0055502,C01391,M0355,2025-12-31,383.78,UPI,QR,Success
T0055503,C01508,M0395,2026-03-15,1250.13,UPI,QR,Success
T0055504,C02627,M0466,2025-08-09,947.5,UPI,Mobile App,Success
T0055505,C03760,M0394,2025-12-18,2548.96,RuPay,POS,Reversed
T0055506,C03688,M0448,2026-06-11,1196.52,UPI,UPI Lite,Success
T0055507,C03880,M0113,2025-10-31,227.41,UPI,QR,Success
T0055508,C01296,M0329,2025-08-25,242.65,UPI,QR,Success
T0055509,C01184,M0393,2026-01-21,2154.24,RuPay,ATM,Success
T0055510,C04964,M0178,2025-05-09,868.01,RuPay,E-commerce,Success
T0055511,C02278,M0349,2025-04-13,634.98,NETC,Toll Plaza,Success
T0055512,C03686,M0396,2026-03-12,1522.02,RuPay,ATM,Success
T0055513,C04594,M0423,2025-10-11,104.4,UPI,QR,Success
T0055514,C03624,M0464,2025-03-26,2678.15,Acceptance,POS,Success
T0055515,C02254,M0056,2025-10-19,592.43,UPI,UPI Lite,Success
T0055516,C00199,M0395,2025-09-01,243.5,UPI,UPI Lite,Success
T0055517,C02370,M0363,2025-01-16,2732.35,Acceptance,E-commerce,Success
T0055518,C02408,M0194,2026-04-17,163.91,UPI,QR,Success
T0055519,C00458,M0170,2025-01-22,1193.85,RuPay,ATM,Success
T0055520,C03559,M0044,2025-04-11,437.45,RuPay,ATM,Success
T0055521,C00902,M0210,2025-03-20,990.59,Acceptance,POS,Success
T0055522,C03209,M0451,2026-05-14,1126.01,RuPay,E-commerce,Success
T0055523,C04249,M0128,2026-05-05,319.41,UPI,UPI Lite,Success
T0055524,C04406,M0367,2026-05-25,736.41,UPI,QR,Success
T0055525,C03523,M0352,2025-07-29,1294.79,UPI,UPI Lite,Success
T0055526,C04548,M0231,2025-08-27,924.26,UPI,UPI Lite,Success
T0055527,C02316,M0058,2026-03-25,1118.76,RuPay,E-commerce,Success
T0055528,C00902,M0296,2025-01-24,475.96,UPI,UPI Lite,Success
T0055529,C04298,M0288,2026-02-11,2603.77,RuPay,POS,Success
T0055530,C00360,M0327,2025-12-29,534.06,NETC,FASTag,Success
T0055531,C01137,M0419,2025-01-19,2156.36,RuPay,ATM,Success
T0055532,C03998,M0104,2026-03-25,415.75,NETC,Toll Plaza,Success
T0055533,C00508,M0206,2025-07-11,305.08,UPI,QR,Success
T0055534,C03818,M0129,2025-05-03,388.53,Acceptance,E-commerce,Success
T0055535,C00067,M0166,2025-07-23,887.95,UPI,Mobile App,Success
T0055536,C04724,M0105,2025-05-02,609.07,UPI,Mobile App,Reversed
T0055537,C02628,M0364,2025-10-21,652.64,UPI,UPI Lite,Success
T0055538,C00676,M0391,2025-01-20,413.87,UPI,Mobile App,Success
T0055539,C02329,M0494,2026-05-31,377.93,UPI,UPI Lite,Success
T0055540,C01032,M0354,2026-02-04,505.98,UPI,UPI Lite,Success
T0055541,C01305,M0385,2026-05-21,1042.71,NETC,FASTag,Success
T0055542,C03492,M0248,2026-03-24,543.74,NETC,Toll Plaza,Success
T0055543,C01651,M0078,2025-01-23,341.24,RuPay,E-commerce,Success
T0055544,C04431,M0499,2025-04-05,3750.31,RuPay,E-commerce,Success
T0055545,C04284,M0092,2025-08-14,660.08,UPI,UPI Lite,Success
T0055546,C04909,M0149,2025-05-15,402.8,NETC,FASTag,Failed
T0055547,C01765,M0251,2026-04-07,963.23,UPI,UPI Lite,Success
T0055548,C00559,M0373,2025-08-03,3329.46,Acceptance,QR,Success
T0055549,C03762,M0057,2025-10-11,191.44,UPI,Mobile App,Success
T0055550,C00850,M0027,2025-01-05,287.61,UPI,QR,Success
T0055551,C02090,M0411,2025-04-14,640.18,UPI,QR,Success
T0055552,C02226,M0072,2025-04-29,876.8,NETC,FASTag,Success
T0055553,C00004,M0461,2025-10-26,704.34,NETC,Toll Plaza,Success
T0055554,C04406,M0173,2026-02-07,171.51,UPI,UPI Lite,Success
T0055555,C03689,M0242,2025-11-10,1745.49,UPI,QR,Success
T0055556,C01709,M0050,2025-12-08,440.49,UPI,UPI Lite,Success
T0055557,C04895,M0293,2025-09-09,472.21,RuPay,E-commerce,Success
T0055558,C02426,M0229,2026-01-30,2179.55,RuPay,E-commerce,Success
T0055559,C01411,M0320,2025-11-30,3232.06,RuPay,POS,Success
T0055560,C00943,M0231,2025-02-10,744.25,UPI,UPI Lite,Success
T0055561,C02051,M0216,2025-12-03,282.41,RuPay,E-commerce,Success
T0055562,C00477,M0077,2025-10-31,1142.2,RuPay,E-commerce,Success
T0055563,C04155,M0173,2026-03-14,518.14,UPI,Mobile App,Success
T0055564,C00309,M0063,2025-12-03,8059.87,Acceptance,QR,Success
T0055565,C01424,M0084,2025-02-18,346.47,UPI,UPI Lite,Success
T0055566,C03251,M0371,2026-03-28,796.35,NETC,FASTag,Success
T0055567,C02202,M0206,2026-04-09,2215.56,RuPay,POS,Success
T0055568,C04774,M0324,2026-03-03,214.21,Acceptance,E-commerce,Success
T0055569,C00369,M0079,2026-04-11,416.71,UPI,UPI Lite,Success
T0055570,C03140,M0307,2025-09-30,9623.52,RuPay,E-commerce,Success
T0055571,C03441,M0217,2025-03-21,761.29,UPI,UPI Lite,Success
T0055572,C00243,M0193,2025-05-13,4745.18,RuPay,POS,Success
T0055573,C02325,M0197,2025-06-14,908.83,UPI,UPI Lite,Success
T0055574,C00681,M0398,2026-01-03,429.74,UPI,Mobile App,Success
T0055575,C03515,M0114,2025-01-15,380.01,RuPay,POS,Success
T0055576,C02137,M0037,2025-04-04,1482.15,UPI,Mobile App,Success
T0055577,C02285,M0188,2025-11-02,2367.81,RuPay,ATM,Success
T0055578,C02360,M0143,2025-10-10,1291.82,UPI,Mobile App,Success
T0055579,C00190,M0071,2025-03-01,1011.25,UPI,UPI Lite,Success
T0055580,C00729,M0332,2025-08-25,345.37,UPI,Mobile App,Success
T0055581,C00015,M0067,2026-06-10,507.95,UPI,QR,Success
T0055582,C03266,M0307,2025-09-22,812.6,RuPay,ATM,Success
T0055583,C00766,M0302,2025-10-14,664.9,Acceptance,QR,Success
T0055584,C03829,M0468,2025-10-30,743.84,Acceptance,QR,Success
T0055585,C04556,M0139,2026-01-02,827.41,Acceptance,E-commerce,Success
T0055586,C03239,M0084,2025-09-27,377.61,UPI,UPI Lite,Success
T0055587,C00832,M0119,2025-03-18,278.0,UPI,QR,Success
T0055588,C01270,M0434,2025-07-27,226.93,UPI,UPI Lite,Success
T0055589,C03769,M0184,2025-02-07,150.28,UPI,UPI Lite,Success
T0055590,C04079,M0158,2025-07-17,577.84,UPI,QR,Success
T0055591,C02367,M0298,2025-08-02,1845.79,RuPay,POS,Success
T0055592,C04182,M0238,2025-08-19,304.64,UPI,Mobile App,Success
T0055593,C00215,M0039,2025-03-04,511.62,UPI,UPI Lite,Success
T0055594,C03607,M0214,2026-02-27,2542.03,Acceptance,QR,Success
T0055595,C02892,M0415,2025-06-14,763.14,UPI,Mobile App,Success
T0055596,C02746,M0415,2025-01-20,411.28,UPI,QR,Success
T0055597,C01550,M0421,2026-03-21,1914.73,RuPay,E-commerce,Success
T0055598,C03356,M0199,2025-06-30,1507.57,UPI,Mobile App,Success
T0055599,C02309,M0281,2026-02-16,353.22,Acceptance,QR,Success
T0055600,C04036,M0354,2025-06-24,462.52,UPI,QR,Success
T0055601,C04152,M0012,2025-02-23,389.87,UPI,QR,Failed
T0055602,C00510,M0159,2026-04-04,232.37,UPI,Mobile App,Success
T0055603,C01689,M0045,2026-06-16,500.27,UPI,Mobile App,Success
T0055604,C03483,M0491,2025-08-02,3068.7,Acceptance,E-commerce,Success
T0055605,C00444,M0166,2025-07-26,464.7,Acceptance,POS,Success
T0055606,C02671,M0446,2025-08-08,872.9,UPI,QR,Success
T0055607,C04059,M0399,2025-01-25,933.01,UPI,UPI Lite,Failed
T0055608,C02311,M0194,2025-12-16,442.07,UPI,Mobile App,Success
T0055609,C03392,M0416,2026-06-28,1157.24,RuPay,ATM,Success
T0055610,C01392,M0227,2026-04-16,813.79,RuPay,E-commerce,Failed
T0055611,C04452,M0473,2025-09-26,504.06,Acceptance,QR,Success
T0055612,C03998,M0086,2025-01-25,1483.96,RuPay,POS,Success
T0055613,C00477,M0141,2025-08-31,2130.51,UPI,Mobile App,Success
T0055614,C04764,M0374,2025-01-18,662.68,UPI,QR,Success
T0055615,C02088,M0171,2025-05-11,1846.12,UPI,Mobile App,Success
T0055616,C03035,M0204,2025-07-09,861.52,UPI,UPI Lite,Success
T0055617,C03029,M0267,2025-05-01,138.43,UPI,UPI Lite,Success
T0055618,C04451,M0150,2026-02-28,5942.22,RuPay,POS,Success
T0055619,C04411,M0482,2025-07-24,125.66,UPI,Mobile App,Success
T0055620,C01812,M0182,2025-03-16,1310.17,RuPay,ATM,Success
T0055621,C04543,M0437,2025-12-28,287.38,UPI,UPI Lite,Success
T0055622,C02761,M0471,2025-04-13,508.25,UPI,QR,Success
T0055623,C00163,M0451,2025-11-17,517.93,UPI,Mobile App,Success
T0055624,C04410,M0464,2025-01-16,1134.87,NETC,FASTag,Success
T0055625,C03313,M0302,2025-10-24,409.75,NETC,FASTag,Success
T0055626,C00885,M0241,2026-01-22,1031.91,UPI,QR,Success
T0055627,C02709,M0298,2026-03-15,693.87,Acceptance,E-commerce,Success
T0055628,C01323,M0240,2026-05-05,1345.24,RuPay,E-commerce,Success
T0055629,C02264,M0451,2026-04-30,97.22,UPI,Mobile App,Success
T0055630,C02177,M0018,2025-09-13,380.47,UPI,UPI Lite,Success
T0055631,C00927,M0197,2025-06-26,527.29,UPI,Mobile App,Success
T0055632,C02623,M0028,2025-08-21,597.0,UPI,UPI Lite,Success
T0055633,C01454,M0361,2025-04-12,807.59,UPI,Mobile App,Success
T0055634,C03735,M0360,2025-11-01,368.67,RuPay,POS,Success
T0055635,C04379,M0249,2025-02-24,2816.74,RuPay,ATM,Success
T0055636,C03116,M0354,2025-11-12,6020.46,RuPay,POS,Failed
T0055637,C02222,M0174,2025-10-22,262.43,UPI,UPI Lite,Success
T0055638,C03433,M0420,2026-06-21,280.31,UPI,Mobile App,Success
T0055639,C03344,M0424,2026-05-05,4622.21,RuPay,E-commerce,Success
T0055640,C04059,M0495,2025-09-24,581.23,UPI,Mobile App,Success
T0055641,C04288,M0018,2025-03-14,4844.95,RuPay,E-commerce,Success
T0055642,C04365,M0412,2026-02-15,1416.51,UPI,QR,Success
T0055643,C00434,M0003,2026-05-12,273.63,UPI,UPI Lite,Success
T0055644,C02176,M0489,2026-04-09,470.29,UPI,UPI Lite,Success
T0055645,C01464,M0396,2025-07-27,1890.8,RuPay,E-commerce,Success
T0055646,C00184,M0253,2025-03-14,1777.05,RuPay,E-commerce,Success
T0055647,C00136,M0355,2025-04-29,418.76,RuPay,ATM,Success
T0055648,C04781,M0143,2025-01-11,582.44,UPI,UPI Lite,Success
T0055649,C00354,M0030,2025-11-10,358.93,UPI,UPI Lite,Reversed
T0055650,C02934,M0051,2025-07-17,641.16,RuPay,E-commerce,Success
T0055651,C04117,M0034,2025-11-21,1967.49,RuPay,POS,Success
T0055652,C04749,M0234,2025-09-11,1264.77,UPI,QR,Success
T0055653,C04531,M0109,2025-12-12,2728.2,Acceptance,E-commerce,Success
T0055654,C01028,M0400,2025-11-01,1627.04,RuPay,POS,Success
T0055655,C01980,M0419,2026-02-04,475.77,NETC,FASTag,Success
T0055656,C03780,M0282,2025-07-17,1010.33,UPI,Mobile App,Success
T0055657,C03733,M0196,2025-10-24,1165.85,UPI,UPI Lite,Success
T0055658,C00930,M0057,2026-04-06,340.26,UPI,UPI Lite,Success
T0055659,C02153,M0067,2025-12-09,498.28,UPI,QR,Success
T0055660,C03413,M0029,2025-04-11,1466.74,RuPay,ATM,Success
T0055661,C00132,M0447,2025-04-07,1098.1,RuPay,E-commerce,Success
T0055662,C02368,M0300,2025-01-22,944.43,UPI,Mobile App,Success
T0055663,C00848,M0035,2025-06-27,541.33,NETC,Toll Plaza,Success
T0055664,C03496,M0281,2026-03-30,448.2,UPI,UPI Lite,Success
