offer_id,customer_id,transaction_id,reward_amount
O004,C01835,T0019945,103.47
O019,C03265,T0091289,56.0
O014,C02874,T0033864,31.34
O016,C03861,T0036972,84.59
O018,C00612,T0013888,32.1
O017,C03624,T0042985,151.81
O009,C00955,T0034701,9.32
O016,C04444,T0060164,19.2
O005,C02995,T0024549,356.97
O019,C00195,T0023957,155.43
O012,C00202,T0088786,116.15
O012,C02354,T0032541,58.86
O004,C00255,T0044572,21.91
O017,C01358,T0054982,96.07
O015,C02658,T0093281,95.84
O011,C04783,T0010172,180.96
O008,C03246,T0044623,49.58
O011,C00786,T0030916,162.83
O010,C02727,T0095855,121.37
O002,C02826,T0058667,18.05
O016,C00263,T0027285,67.66
O015,C04780,T0078766,52.39
O018,C02017,T0044152,105.11
O003,C00439,T0027619,131.13
O007,C03646,T0010620,12.29
O010,C00677,T0071605,66.18
O017,C00613,T0037825,115.53
O010,C02104,T0079518,200.14
O005,C00555,T0009348,163.36
O001,C03642,T0018146,207.9
O018,C00026,T0050055,35.29
O001,C03176,T0009096,27.9
O008,C00808,T0072520,81.02
O015,C00194,T0045505,102.65
O001,C03958,T0067078,91.35
O019,C04045,T0026539,65.8
O014,C02606,T0092916,10.99
O014,C04262,T0047864,18.23
O020,C04667,T0024908,87.88
O003,C03988,T0064700,90.61
O013,C03364,T0065175,10.74
O011,C00006,T0011854,304.67
O014,C01468,T0014609,147.84
O019,C02208,T0083939,16.88
O019,C02429,T0064858,208.21
O009,C02143,T0066048,23.03
O013,C04967,T0043901,26.02
O007,C00811,T0011612,37.02
O005,C04241,T0052238,172.9
O012,C03990,T0028508,381.95
O018,C01417,T0049902,47.16
O002,C01223,T0027429,51.7
O019,C03774,T0094590,115.14
O011,C02848,T0028739,110.89
O020,C01517,T0059899,140.91
O015,C00184,T0039915,13.51
O012,C02633,T0007788,496.99
O002,C00956,T0026792,9.45
O004,C04226,T0059249,24.69
O008,C03431,T0072634,118.6
O014,C04590,T0035027,18.2
O018,C03889,T0099783,107.13
O015,C04061,T0091222,17.11
O018,C04659,T0061436,19.67
O014,C02459,T0056825,31.57
O008,C02616,T0035652,102.6
O013,C00291,T0002310,105.1
O005,C04454,T0043064,81.8
O005,C04574,T0077188,30.06
O002,C02834,T0012240,33.6
O011,C01252,T0067789,33.82
O003,C00430,T0064921,98.25
O005,C01484,T0068342,118.32
O016,C02230,T0047934,16.47
O003,C01033,T0084826,547.03
O010,C04044,T0062488,82.03
O011,C02001,T0023040,40.02
O011,C03754,T0035089,39.73
O005,C04192,T0009454,130.1
O001,C01211,T0016829,469.14
O007,C00716,T0043839,16.63
O010,C01636,T0013284,21.55
O013,C02322,T0043279,76.26
O012,C04911,T0074422,178.47
O014,C04334,T0041094,14.98
O004,C03444,T0012845,1683.5
O020,C04571,T0007865,40.08
O016,C03676,T0071232,71.21
O014,C02363,T0052549,12.25
O017,C00218,T0014318,50.63
O007,C00613,T0059329,34.97
O003,C02785,T0096209,68.6
O002,C04453,T0022864,25.99
O020,C03214,T0008691,333.73
O020,C04740,T0011235,397.86
O009,C04286,T0008838,65.31
O005,C02878,T0081377,246.49
O005,C04479,T0040916,446.32
O006,C02704,T0086284,136.83
O019,C01190,T0022091,62.36
O007,C03850,T0077031,107.21
O013,C03319,T0002373,133.55
O010,C01690,T0049038,19.77
O005,C01755,T0015547,63.5
O003,C00787,T0082400,109.39
O018,C01910,T0026100,27.52
O015,C01215,T0044614,25.8
O006,C00799,T0080741,770.9
O018,C02946,T0088778,151.6
O011,C00932,T0077083,144.06
O009,C01639,T0039907,541.36
O011,C01515,T0042733,119.97
O011,C02012,T0042512,265.95
O001,C02924,T0082304,668.31
O003,C04107,T0030977,157.76
O013,C03284,T0036466,486.73
O018,C04055,T0033377,80.5
O009,C01466,T0026288,26.7
O009,C02144,T0062685,23.76
O008,C03920,T0090426,221.76
O004,C03958,T0048785,313.71
O004,C03011,T0030394,235.19
O019,C00381,T0039139,286.63
O017,C04044,T0082499,44.56
O018,C04715,T0008256,193.14
O019,C00682,T0084376,268.72
O008,C02546,T0019640,40.45
O012,C01591,T0009184,327.03
O008,C02028,T0038164,85.03
O018,C04530,T0067065,41.78
O017,C02921,T0037459,51.8
O017,C00258,T0099470,121.53
O017,C00217,T0084318,83.98
O017,C02637,T0031282,61.72
O004,C04006,T0015972,38.2
O017,C03518,T0073511,52.78
O018,C01378,T0022549,103.87
O016,C04412,T0086405,65.59
O011,C02375,T0098364,134.72
O001,C00094,T0035332,32.18
O004,C03815,T0016768,59.44
O017,C01140,T0093631,61.43
O002,C00774,T0054843,39.19
O004,C03896,T0039347,46.7
O019,C00194,T0014986,21.63
O012,C04216,T0063178,73.05
O001,C03585,T0010861,302.81
O007,C02691,T0078018,26.34
O013,C02568,T0003607,83.12
O018,C04912,T0070705,61.66
O006,C02112,T0000623,88.85
O019,C00562,T0015060,63.46
O004,C00303,T0031442,243.67
O006,C02145,T0096001,129.49
O015,C03210,T0078717,190.8
O006,C04431,T0095588,65.74
O007,C01084,T0081268,39.4
O020,C03989,T0044929,94.93
O009,C00313,T0075697,44.5
O008,C03736,T0010922,881.03
O020,C00588,T0080869,56.41
O008,C03534,T0090529,97.27
O003,C04145,T0008666,476.29
O003,C01885,T0090638,19.4
O012,C04758,T0075204,162.08
O010,C03472,T0083854,31.12
O001,C02669,T0013790,83.22
O017,C02893,T0077877,136.25
O004,C03912,T0067040,469.4
O005,C03077,T0042997,514.34
O009,C04045,T0077874,17.56
O013,C02693,T0046438,56.26
O020,C02563,T0080683,301.77
O014,C02985,T0033539,29.57
O020,C03995,T0067419,397.96
O014,C04048,T0075967,14.25
O006,C03159,T0057436,101.65
O004,C00376,T0073323,143.35
O009,C02901,T0043642,20.78
O008,C02927,T0002843,156.32
O020,C00616,T0076671,30.56
O020,C00798,T0012076,67.14
O015,C01624,T0095899,95.38
O017,C04737,T0008167,111.75
O013,C01401,T0022684,506.67
O019,C04085,T0049254,54.2
O019,C00356,T0081497,14.9
O002,C03706,T0089006,155.32
O017,C02306,T0014739,685.44
O016,C02550,T0057171,19.72
O008,C00227,T0040665,104.48
O001,C04764,T0081574,41.61
O011,C04599,T0020771,1271.8
O009,C02864,T0034743,18.06
O006,C03047,T0069299,66.93
O004,C02770,T0090140,46.8
O011,C04262,T0037384,41.1
O006,C01785,T0027097,671.89
O014,C03408,T0017480,16.05
O007,C03759,T0059505,92.04
O008,C04772,T0009125,129.39
O007,C00622,T0051236,29.28
O014,C02334,T0021198,78.14
O019,C01183,T0058631,70.03
O017,C02835,T0085145,32.39
O011,C03160,T0052416,454.63
O010,C01615,T0055204,664.31
O005,C03844,T0076284,258.97
O011,C03806,T0011447,408.66
O008,C02926,T0003425,78.65
O015,C00411,T0067140,138.62
O003,C02538,T0007614,117.74
O004,C03851,T0086299,123.32
O004,C01410,T0006034,86.08
O001,C02961,T0020019,169.27
O003,C02977,T0096027,60.35
O008,C04810,T0032730,161.93
O018,C00987,T0039636,62.52
O020,C03111,T0064183,85.14
O005,C03737,T0089707,240.93
O019,C04399,T0072200,53.65
O006,C04545,T0087837,988.24
O010,C01516,T0052551,118.4
O009,C02204,T0097466,10.61
O016,C04693,T0071497,60.93
O009,C04410,T0004721,39.23
O011,C03589,T0039710,357.69
O014,C02671,T0059632,41.78
O013,C03349,T0019902,16.7
O006,C04547,T0006138,46.16
O012,C04797,T0040773,412.0
O012,C04297,T0067905,47.64
O017,C04069,T0010623,93.87
O013,C02375,T0024175,47.65
O016,C01265,T0013525,30.65
O017,C04540,T0042406,119.3
O005,C01252,T0009161,73.33
O012,C03559,T0064900,49.52
O001,C03670,T0079523,88.72
O004,C01165,T0037437,150.06
O006,C03446,T0015517,73.19
O020,C02252,T0038874,76.6
O017,C01785,T0007645,77.02
O003,C03968,T0031507,31.36
O011,C04721,T0079913,28.61
O008,C00251,T0048112,41.08
O001,C01677,T0094939,55.61
O017,C01481,T0002927,344.71
O020,C00835,T0038691,111.42
O008,C02712,T0098775,940.59
O010,C02826,T0056125,632.23
O013,C02206,T0077084,88.75
O004,C04257,T0060913,70.42
O017,C02418,T0072002,102.59
O006,C04794,T0098855,229.15
O020,C01678,T0041518,35.27
O014,C00572,T0075252,13.62
O016,C03435,T0001310,57.1
O020,C03711,T0074267,422.55
O014,C03170,T0041931,18.37
O008,C03108,T0051587,130.21
O008,C04562,T0087117,71.03
O014,C02726,T0069534,49.13
O018,C00488,T0039606,118.4
O016,C02156,T0044381,9.54
O008,C00941,T0004125,482.7
O010,C00624,T0082214,151.51
O010,C02534,T0034093,136.14
O013,C00127,T0066668,501.83
O016,C04549,T0042845,43.23
O013,C01911,T0067496,16.06
O008,C03381,T0023757,112.56
O001,C03130,T0098641,80.83
O001,C03586,T0049528,97.4
O016,C03859,T0046081,5.41
O016,C00471,T0034306,14.86
O019,C02972,T0045207,40.3
O009,C00939,T0018305,13.0
O011,C04363,T0083133,102.56
O019,C03657,T0091183,108.73
O016,C02806,T0066846,13.76
O010,C04320,T0097635,81.32
O019,C02353,T0099817,32.31
O015,C02700,T0067392,24.77
O016,C03640,T0044404,95.32
O012,C03481,T0045671,57.83
O018,C01667,T0017998,110.69
O020,C02396,T0004366,68.37
O013,C00238,T0031781,49.09
O019,C03769,T0051672,181.89
O012,C01977,T0045203,118.18
O005,C04483,T0032175,173.65
O016,C04328,T0082758,26.73
O018,C02247,T0008801,50.24
O010,C01916,T0066861,66.63
O014,C00839,T0055020,36.82
O011,C04471,T0075568,58.48
O011,C01399,T0071024,114.25
O010,C02825,T0053755,157.86
O007,C04119,T0041783,31.46
O004,C00482,T0025226,53.48
O014,C01662,T0092041,22.17
O006,C04999,T0069105,66.38
O012,C04630,T0092059,200.33
O011,C02222,T0012455,199.28
O002,C01970,T0008462,34.53
O017,C02293,T0073612,57.58
O018,C01648,T0019309,33.94
O018,C01544,T0095804,4.2
O013,C01006,T0092141,910.34
O002,C00181,T0078935,331.44
O015,C02080,T0095224,24.18
O019,C03716,T0067756,47.43
O008,C03189,T0084321,134.38
O009,C00928,T0028734,9.05
O014,C02527,T0054826,25.88
O010,C01886,T0036139,153.12
O012,C01673,T0024745,56.85
O005,C03818,T0093707,18.7
O014,C00927,T0033977,17.19
O011,C01143,T0043292,44.43
O003,C02473,T0075214,42.89
O003,C00246,T0020979,23.41
O007,C01064,T0034189,21.85
O011,C01242,T0022748,266.02
O004,C03368,T0020525,72.36
O005,C00686,T0099568,112.51
O003,C03837,T0068286,1038.09
O016,C01474,T0017848,8.66
O019,C03009,T0083542,29.3
O001,C02684,T0003557,48.63
O006,C01086,T0044682,109.09
O009,C03101,T0006964,26.18
O011,C00229,T0066364,58.58
O009,C00258,T0004743,14.85
O012,C00808,T0034773,56.02
O008,C01660,T0023689,40.88
O019,C00102,T0051177,461.19
O012,C01640,T0029548,102.45
O008,C04357,T0012684,305.57
O020,C01051,T0098368,77.49
O002,C03037,T0006897,30.28
O020,C01765,T0024542,99.96
O013,C00468,T0079895,248.58
O001,C02322,T0051767,53.12
O019,C00511,T0061361,97.91
O016,C01521,T0068035,208.77
O004,C03853,T0004039,417.1
O005,C03197,T0020147,132.3
O006,C02179,T0001568,118.26
O017,C00927,T0050764,89.82
O004,C04595,T0069024,267.23
O016,C00025,T0051862,15.49
O006,C00301,T0070869,70.57
O005,C01725,T0018909,359.87
O020,C04736,T0064818,336.42
O018,C00114,T0088808,78.36
O007,C03444,T0026839,24.92
O018,C04863,T0083040,322.79
O015,C00647,T0075688,13.03
O018,C03778,T0054929,39.73
O013,C01360,T0020034,97.87
O014,C01169,T0020435,72.7
O016,C03229,T0031985,17.71
O004,C00779,T0081246,98.71
O004,C01691,T0033337,295.01
O001,C02449,T0092599,1342.34
O015,C00283,T0029234,42.46
O007,C02216,T0083038,94.91
O017,C03906,T0077447,75.18
O007,C01951,T0083226,25.4
O002,C01207,T0088742,164.01
O007,C01676,T0005856,83.15
O007,C01206,T0044429,20.06
O020,C00863,T0054594,294.12
O016,C02273,T0028056,10.34
O013,C00878,T0076650,35.48
O002,C04501,T0022203,21.11
O012,C03296,T0050685,399.56
O016,C00147,T0003690,18.83
O002,C03468,T0051689,20.18
O020,C02635,T0068364,132.51
O015,C00529,T0009647,62.09
O007,C03716,T0016516,25.6
O005,C03446,T0040215,159.38
O015,C00009,T0047916,12.92
O017,C03766,T0004903,47.75
O011,C00693,T0003846,44.0
O008,C03222,T0045029,66.55
O007,C04844,T0045205,36.87
O015,C02840,T0014389,117.27
O013,C00086,T0096437,39.8
O017,C04895,T0014782,46.57
O001,C03961,T0075084,132.09
O007,C04766,T0033262,60.63
O013,C00601,T0004459,28.45
O006,C01078,T0077734,60.55
O001,C03552,T0078925,604.13
O011,C04291,T0060399,144.67
O010,C03780,T0055656,180.85
O002,C01225,T0081811,70.48
O015,C01650,T0090897,28.69
O012,C03724,T0038594,47.71
O005,C01067,T0078159,233.78
O013,C04531,T0058552,38.38
O001,C04462,T0074870,105.23
O014,C04268,T0031819,84.87
O009,C00192,T0081455,58.17
O005,C02367,T0005315,43.45
O005,C03613,T0074709,133.86
O012,C04574,T0050852,44.62
O010,C01861,T0035150,161.54
O012,C02134,T0061114,37.65
O005,C03994,T0098347,83.34
O016,C04458,T0005436,654.3
O020,C03319,T0050539,418.58
O010,C04630,T0077372,128.23
O006,C00762,T0091010,511.24
O018,C03217,T0091169,43.83
O004,C01491,T0038655,134.63
O001,C04245,T0006134,97.61
O003,C04135,T0093804,1002.2
O009,C01052,T0033368,131.16
O008,C01700,T0024776,544.65
O019,C01068,T0063326,161.02
O020,C03168,T0026268,49.51
O019,C02825,T0048204,25.33
O013,C03145,T0062316,7.42
O013,C02188,T0068429,262.11
O010,C04752,T0040909,118.96
O010,C03478,T0037806,119.16
O019,C00482,T0004024,116.35
O020,C02285,T0077261,241.55
O009,C03650,T0080171,12.9
O009,C01050,T0087023,39.96
O019,C03640,T0007069,13.39
O019,C01122,T0021934,101.67
O017,C03515,T0042241,156.05
O008,C03834,T0080321,91.37
O010,C00080,T0070240,266.9
O018,C03225,T0010118,36.01
O015,C00254,T0093838,77.56
O004,C04315,T0020812,185.3
O013,C03656,T0076187,62.58
O017,C02775,T0024566,66.22
O005,C02733,T0074548,428.37
O003,C04960,T0016005,242.35
O004,C04688,T0037826,77.02
O020,C00575,T0054205,69.49
O001,C04640,T0077784,157.22
O018,C02974,T0003614,72.22
O003,C03736,T0068373,38.31
O002,C04492,T0065744,23.59
O016,C02400,T0098745,60.45
O012,C00607,T0023783,86.63
O001,C03875,T0005134,124.38
O012,C02747,T0092600,231.0
O008,C00881,T0063980,123.22
O013,C03353,T0076136,213.68
O019,C02223,T0095621,116.32
O019,C03758,T0003676,182.05
O004,C04037,T0015385,153.63
O009,C03461,T0061343,28.1
O009,C02156,T0097921,17.92
O003,C01855,T0027286,60.85
O007,C00736,T0019454,150.75
O007,C01650,T0016408,5.21
O010,C02861,T0045857,256.05
O008,C04026,T0035587,136.85
O009,C02817,T0008203,31.71
O010,C01410,T0000511,179.7
O013,C01533,T0089781,87.9
O007,C03290,T0050470,17.21
O013,C00715,T0063970,22.61
O012,C02030,T0099675,675.14
O017,C01202,T0097619,80.5
O009,C00863,T0063833,35.07
O015,C04683,T0098348,92.2
O002,C03848,T0003240,19.87
O019,C01441,T0003181,19.74
O015,C04292,T0082895,31.89
O009,C04450,T0055468,68.18
O009,C03468,T0017252,80.7
O006,C00980,T0021770,136.42
O002,C02163,T0058121,84.62
O005,C02132,T0088611,112.62
O008,C00715,T0021582,789.34
O004,C03604,T0025051,156.61
O013,C02765,T0034653,33.79
O018,C04346,T0049841,247.93
O004,C03970,T0016317,124.14
O003,C04481,T0037135,229.74
O011,C00506,T0020454,141.58
O019,C00471,T0047758,15.15
O015,C01813,T0075099,87.14
O009,C04324,T0083694,11.03
O017,C01612,T0044417,98.96
O002,C03993,T0050603,40.15
O014,C01465,T0016920,10.36
O016,C01965,T0096452,12.81
O009,C01692,T0069760,16.16
O020,C00779,T0006848,51.44
O006,C00512,T0075402,538.26
O014,C04052,T0089655,8.72
O019,C04520,T0014549,99.01
O015,C03712,T0038091,39.62
O012,C02586,T0050930,153.24
O013,C02277,T0082467,230.36
O014,C03959,T0086509,9.19
O001,C01562,T0089316,38.32
O012,C04443,T0032788,118.18
O006,C02319,T0052125,12.46
O009,C00245,T0088784,36.52
O007,C02850,T0062574,38.12
O002,C01395,T0088444,117.94
O017,C04514,T0005325,94.62
O012,C03719,T0042252,288.94
O004,C04702,T0079561,100.41
O006,C01828,T0005889,72.45
O016,C03113,T0009645,118.6
O003,C01806,T0066839,133.62
O015,C02581,T0001808,21.85
O007,C00024,T0073840,6.1
O009,C04021,T0044389,3.16
O020,C02985,T0021553,40.65
O007,C04829,T0089283,166.98
O018,C00821,T0045515,91.1
O018,C03889,T0097829,43.27
O014,C03923,T0080095,29.49
O005,C00783,T0015697,497.82
O012,C00332,T0009701,57.3
O012,C04089,T0059698,40.83
O006,C04856,T0007448,61.64
O020,C04321,T0076067,1044.05
O001,C00715,T0018237,69.32
O001,C04668,T0062881,43.49
O013,C00973,T0061521,59.34
O015,C00300,T0013633,42.34
O012,C03646,T0070583,41.7
O008,C01039,T0054333,129.38
O008,C00697,T0061681,51.58
O001,C01947,T0033596,305.58
O016,C01036,T0088511,9.54
O019,C00361,T0017438,73.57
O010,C02817,T0001671,196.39
O011,C02773,T0024126,34.05
O011,C04621,T0084081,186.97
O004,C02096,T0003182,121.48
O018,C01943,T0046206,50.05
O018,C00530,T0068086,168.14
O007,C00077,T0095191,19.11
O020,C00629,T0050120,358.38
O011,C04829,T0072653,160.0
O020,C04235,T0009155,24.08
O002,C04631,T0085597,16.95
O020,C00100,T0099928,60.35
O016,C02809,T0054536,21.24
O004,C01694,T0041009,40.67
O003,C00135,T0092287,531.7
O017,C01995,T0046686,54.65
O001,C01587,T0066944,311.76
O005,C04586,T0006887,64.31
O018,C00788,T0036287,54.43
O016,C01445,T0039613,106.81
O008,C04147,T0001280,93.58
O013,C04414,T0018667,141.15
O003,C00627,T0054833,36.78
O001,C04379,T0055635,504.2
O002,C04271,T0040775,28.6
O006,C04891,T0042363,124.66
O014,C01153,T0046365,27.34
O013,C01436,T0043796,989.28
O014,C04667,T0014492,150.44
O006,C04067,T0073523,904.92
O012,C04525,T0065223,46.16
O007,C03975,T0035843,6.55
O001,C00752,T0060882,136.75
O018,C00547,T0067248,122.17
O007,C03930,T0025956,107.06
O007,C03400,T0097486,54.57
O003,C00242,T0045488,39.37
O014,C03357,T0079076,23.67
O012,C00017,T0099784,290.69
O020,C04318,T0040872,203.26
O007,C03242,T0004365,7.73
O006,C04731,T0080576,58.52
O020,C03302,T0024505,26.63
O006,C01122,T0053114,59.1
O007,C02797,T0072576,24.55
O003,C04084,T0076523,132.58
O006,C04207,T0089192,127.48
O003,C02258,T0096667,101.17
O007,C02078,T0092606,7.83
O005,C02348,T0042062,865.2
O018,C04869,T0061788,60.31
O012,C01105,T0056793,307.47
O014,C01483,T0072251,12.28
O009,C01719,T0011518,27.72
O008,C01279,T0028955,402.15
O004,C01414,T0094473,57.99
O001,C04859,T0021038,135.49
O012,C01835,T0056136,28.6
O003,C03292,T0048481,31.7
O013,C00760,T0002451,98.69
O017,C00636,T0004497,454.33
O012,C00312,T0017796,264.65
O003,C04933,T0033387,253.39
O003,C03344,T0019783,287.64
O014,C01662,T0052088,27.13
O011,C04552,T0042550,130.01
O006,C01430,T0092769,94.65
O007,C01201,T0063551,38.21
O011,C00185,T0033511,239.45
O020,C03615,T0080482,123.68
O002,C01499,T0014910,36.13
O020,C01318,T0082797,52.08
O013,C00698,T0022709,104.66
O008,C01417,T0010417,110.27
O012,C00369,T0055569,67.92
O001,C00333,T0069630,248.75
O018,C04706,T0023731,92.51
O016,C00715,T0052841,58.7
O007,C03225,T0097184,44.08
O017,C01728,T0059717,80.73
O010,C01623,T0048794,348.92
O002,C03346,T0013161,34.62
O007,C03924,T0051258,29.47
O014,C00334,T0007151,18.59
O001,C02791,T0013233,367.75
O011,C03520,T0070451,115.82
O004,C00657,T0046413,193.22
O019,C01592,T0091475,14.99
O014,C03034,T0007940,16.82
O004,C01133,T0022679,147.69
O018,C00035,T0028297,40.46
O005,C02023,T0066851,69.03
O018,C01482,T0052800,117.92
O006,C00865,T0085008,476.51
O020,C01619,T0062251,92.15
O001,C00131,T0022751,517.82
O019,C03399,T0017227,122.62
O018,C01357,T0087298,183.08
O003,C02387,T0041727,120.13
O003,C04056,T0037328,112.79
O016,C02319,T0075494,16.39
O019,C01022,T0027836,58.61
O020,C00509,T0032918,138.77
O004,C03288,T0067857,87.91
O004,C02963,T0080903,28.59
O017,C01827,T0066436,305.01
O018,C03227,T0011284,162.98
O001,C00985,T0051610,122.02
O016,C01088,T0047694,215.57
O006,C02884,T0042238,131.82
O003,C04096,T0034343,115.65
O007,C03009,T0081932,60.8
O007,C03664,T0018524,15.98
O009,C02709,T0034282,11.84
O015,C00933,T0088302,106.0
O014,C01080,T0092005,24.21
O006,C04105,T0094506,67.8
O016,C02377,T0038489,52.34
O017,C00898,T0067873,88.85
O002,C00234,T0092621,276.69
O004,C00093,T0006538,534.77
O005,C04819,T0081360,593.7
O013,C03465,T0018958,40.29
O005,C02791,T0093616,110.37
O008,C03071,T0050333,79.77
O010,C00311,T0061530,17.15
O008,C01543,T0019246,127.88
O018,C02774,T0015580,45.76
O006,C03210,T0037415,45.84
O014,C03107,T0025683,5.43
O016,C04333,T0045326,22.39
O016,C04578,T0071720,15.21
O004,C04319,T0042270,47.12
O005,C01009,T0070395,132.39
O013,C04105,T0072882,14.22
O012,C01194,T0055396,236.21
O006,C01384,T0045593,99.22
O013,C02325,T0055573,82.7
O009,C01573,T0001345,51.77
O011,C01257,T0021418,52.33
O004,C02417,T0073292,569.9
O016,C02526,T0088856,40.2
O004,C02218,T0055885,200.01
O004,C01152,T0090041,159.39
O020,C04485,T0041280,80.45
O007,C01515,T0075819,41.38
O008,C03625,T0014263,180.95
O003,C03364,T0032419,20.49
O014,C03394,T0021102,32.59
O016,C02574,T0005562,27.75
O016,C03271,T0017367,49.94
O006,C00586,T0082439,384.06
O018,C01790,T0012350,40.2
O016,C03355,T0000155,14.72
O016,C02536,T0014474,29.29
O016,C04339,T0015446,12.1
O020,C01010,T0073183,328.92
O010,C03632,T0080031,92.65
O018,C04742,T0025439,47.28
O017,C01798,T0095951,42.52
O007,C00962,T0048123,626.94
O017,C02752,T0075294,1370.83
O010,C00137,T0057865,46.49
O010,C04675,T0014984,70.67
O010,C02698,T0039233,61.4
O015,C03267,T0046819,10.51
O008,C03929,T0056429,46.2
O020,C03784,T0038174,287.03
O002,C03642,T0097885,26.71
O017,C02395,T0034772,67.33
O020,C03289,T0080752,121.39
O013,C00473,T0032081,28.78
O010,C03148,T0052693,269.11
O011,C00727,T0091184,332.07
O004,C04770,T0049631,81.01
O002,C03697,T0041707,51.48
O011,C03235,T0015640,95.14
O003,C02371,T0068958,27.0
O013,C02795,T0014701,21.53
O019,C04953,T0083635,128.04
O004,C03382,T0044219,81.08
O003,C01837,T0034797,185.73
O010,C00739,T0016888,186.15
O020,C04230,T0027908,136.79
O013,C04624,T0069972,34.21
O018,C00238,T0036981,35.92
O005,C02262,T0042942,76.04
O014,C02875,T0006802,188.88
O008,C00628,T0080596,
O006,C04144,T0094985,204.13
O003,C01850,T0094843,45.12
O019,C00429,T0087196,14.47
O016,C00307,T0050119,81.68
O004,C02838,T0043775,146.44
O018,C03671,T0096950,69.7
O020,C02063,T0073683,196.81
O007,C02740,T0012328,38.3
O005,C04393,T0062920,53.16
O013,C01060,T0048435,139.92
O016,C01070,T0059104,28.39
O013,C03092,T0000411,106.12
O012,C00219,T0025556,301.77
O003,C00141,T0096352,418.07
O015,C00317,T0079136,31.23
O003,C00831,T0061814,45.19
O015,C03933,T0053464,37.48
O020,C00438,T0084357,22.07
O018,C00372,T0065723,76.42
O005,C03296,T0059245,228.43
O004,C02616,T0093584,220.54
O014,C04345,T0097465,37.53
O009,C00447,T0080070,184.12
O005,C00387,T0052731,50.44
O019,C02134,T0041811,40.78
O001,C03305,T0094681,34.0
O012,C01546,T0074583,1109.25
O001,C00113,T0098598,245.96
O020,C03008,T0089351,137.61
O020,C01338,T0074343,120.35
O007,C03700,T0082102,21.59
O018,C03722,T0006540,84.82
O003,C01025,T0047458,72.51
O007,C01935,T0096267,38.22
O006,C04737,T0011628,62.95
O017,C00494,T0020843,141.45
O005,C01027,T0032417,286.77
O016,C03352,T0052265,61.88
O015,C04278,T0033487,13.53
O008,C03322,T0014383,536.58
O006,C02540,T0084874,345.12
O011,C02967,T0083637,67.64
O010,C00081,T0025281,312.56
O006,C03024,T0070652,257.71
O017,C02541,T0043953,44.95
O012,C00021,T0087129,48.03
O004,C03439,T0021617,568.11
O018,C01494,T0071043,238.3
O013,C01355,T0057927,124.84
O015,C02479,T0087944,48.85
O011,C03947,T0017932,1150.28
O015,C03519,T0004157,285.53
O013,C02434,T0019803,174.44
O002,C04478,T0021569,30.9
O013,C00141,T0032322,20.99
O003,C04586,T0030182,50.11
O008,C04591,T0055816,113.01
O003,C04142,T0041230,120.75
O013,C00298,T0035431,35.52
O001,C03874,T0010522,131.9
O008,C04401,T0055389,121.14
O008,C04350,T0048780,172.69
O018,C04385,T0098262,117.59
O001,C02062,T0046011,381.58
O014,C03037,T0036252,37.64
O015,C01220,T0083360,22.53
O014,C04405,T0047775,24.67
O010,C03689,T0061341,103.77
O009,C02733,T0077497,30.22
O016,C02627,T0001759,37.36
O011,C03718,T0079236,50.66
O009,C02429,T0078344,123.23
O015,C00654,T0055343,222.07
O009,C03501,T0054441,141.48
O015,C00753,T0042500,77.47
O006,C02391,T0070145,101.78
O003,C01303,T0020134,170.34
O009,C01445,T0028266,40.42
O008,C04456,T0098215,155.74
O009,C02621,T0092039,23.49
O017,C02378,T0068646,1508.84
O016,C00975,T0032429,27.25
O007,C03475,T0043079,76.56
O018,C01537,T0055478,8.44
O005,C03759,T0076310,319.93
O002,C03433,T0035744,10.99
O009,C02978,T0026979,104.98
O001,C04127,T0048721,176.74
O020,C01828,T0073882,68.2
O013,C03340,T0020749,75.65
O010,C03259,T0034990,23.55
O007,C01807,T0084996,46.5
O008,C00208,T0037593,66.44
O011,C01496,T0010395,83.93
O008,C01537,T0052349,57.35
O002,C00460,T0067765,104.71
O019,C04885,T0058008,56.4
O006,C01381,T0049565,298.53
O008,C01447,T0054862,73.36
O008,C04185,T0087409,161.37
O017,C04819,T0099910,31.66
O017,C03273,T0063577,138.78
O016,C04929,T0023803,42.06
O011,C01977,T0045714,1127.08
O010,C03043,T0059094,97.36
O012,C03308,T0029610,20.6
O002,C02718,T0038106,20.26
O006,C03242,T0039667,110.85
O002,C04516,T0035186,85.63
O013,C04141,T0050900,19.98
O013,C01398,T0076991,38.37
O007,C02762,T0034111,27.0
O015,C00063,T0031953,146.97
O007,C03118,T0026312,19.48
O016,C00751,T0020154,31.14
O007,C02597,T0057639,38.08
O018,C01714,T0033295,28.36
O007,C04701,T0050133,50.44
O004,C00483,T0078176,284.43
O009,C01676,T0003117,30.29
O006,C00784,T0066661,59.5
O003,C03258,T0044972,10.65
O002,C02959,T0058029,21.8
O020,C01625,T0079186,124.39
O007,C00637,T0046208,32.97
O014,C04380,T0010327,19.77
O019,C04243,T0064208,35.01
O002,C00770,T0021956,35.72
O018,C04871,T0043239,94.25
O009,C02637,T0062044,38.39
O003,C00529,T0063659,411.2
O009,C01488,T0059095,17.42
O008,C04333,T0029129,80.34
O007,C00513,T0020543,46.22
O017,C01818,T0068942,191.07
O009,C03732,T0051856,7.82
O006,C02953,T0018151,158.33
O010,C02051,T0039891,95.96
O002,C03749,T0079107,326.82
O004,C00627,T0041700,110.66
